Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
213071,B001E560PY,AJQH7EDJIP6PU,Domestic Moose,0,0,5,1231286400,Great Raisin!,Couldn't find these locally.  Big and juicy raisins!  Great in cookies and oatmeal.
213086,B003VIWN1M,A2LEBZB3A2OPW5,"Low Country Lady ""DMB""",2,2,5,1234310400,Dog loves this fool,"Food mixes well, ingrediants are healthy, dog loves the taste.  What more could you ask for!"
213147,B001E5DRBO,A2DH56OVOYDSKK,Roger Elliott,5,5,5,1280793600,oat bran,"It was exactly as described, and arrived quickly, and in perfect condition. I am very pleased!"
213150,B001E5DRBO,A2TWGXD1YD3TU2,scooper,3,3,5,1308268800,scooper,I love this oat bran. I add this to my Greek Yogurt in the morning to start off my day.
213350,B000SSVB3O,A3BQU963NNZOEW,S.Calvin,0,0,3,1273968000,Was a bit too sweet for me...,I just ate one but it was a bit too sweet for me. Maybe I'm not used to this type of taste.
213415,B0029JHWI8,A18LN2FR7EHDYM,Joseph P. Best,0,0,5,1253664000,Habit Forming,"Go real fast around the house, Have to hide them back till I get my next order."
213419,B000G7V3HG,A6QZ4W0FRLQJG,mike,2,2,5,1283644800,snyders of hanover homestyle pretzels,these pretzels are the best you ever tasted!Why they are not stocked all over is a mystery to me.
213492,B001HWGKV8,A136VAVDIU9DOU,"M ""sth""",1,2,5,1252713600,great,"These are great, but my dog likes to augment them with other types of bones"
213588,B00141OVJA,A2RVB98KMKIGUS,"Susan E. Wellhausen ""mamasue""",1,1,5,1238371200,Awesome,Great product.  My dog thinks she is getting a treat and it is realy good for her.
213590,B00141OVJA,A1YCBKIKGJX4OJ,Tessa's Mom,1,1,5,1236729600,Great healthy treat,All four of my dogs love these treats and I love that they are good for them.
213622,B000HP5I32,A1BUBV729BOIFV,Curious George,0,0,4,1288224000,Good flavor and price,Only reason not 5 stars is it needs a little salt to bring out the flavor otherwise very good.
213638,B0026LINSW,A1DVUWMCHK3IJG,Autumn Renne,0,0,5,1277337600,my dogs love them,I have three dogs who love the Iam's puppy biscuits. Amazon has the best price I can find. thanks
213653,B000I1M626,A19CIJA66NGGCP,Lynnette,0,0,5,1323216000,EXCELLENT,This is my dogs favorite treat and I can only find them on Amazon.  I have a very happy dog!!
213668,B000MP53G4,AK50KT7OUGI02,"Brian K. Lamberson ""BKL""",4,5,5,1213747200,One of the only teas worth drinking,"I am not a fan of green tea or any tea for that matter, but I grew to love this."
213796,B0039LVLS2,A279EP4EJ4PIE5,"E. Harriman ""GGB""",2,2,5,1280707200,Great product!,I am very pleased with this product.  Very good and the serving size is great!
213823,B0039LVLS2,A2UWKAND2I40B5,Teresa Sprague,1,1,5,1275350400,very good,"these are very good, and easy to take on the go.  They are light and not too salty."
213827,B0039LVLS2,A3NPVQRTLQSZM9,"Brenda Davidson ""Jeffrey's Mom""",3,4,5,1288656000,GREAT SNACKS,"I'm always looking for good tasting, low calorie snacks.  This definately fits the bill.  Thanks!!"
213838,B001EQ4S9I,AAX6FRNBEU9PK,"Susan Clinton ""gammer""",2,4,5,1247011200,great food!,This Mac and cheese is the best and the shells are just enough different that the kids love them!
213913,B001ELLCT2,A14PRBXXSDBWGG,Kathy A Lopes,0,0,4,1287792000,great replacement for Gatorade- no calories- no artificial sweeteners,This tea is a perfect way to stay hydrated for exercise. No sugar and no artificial sweeteners.
213959,B000EPMP40,A1LNU7R03EZVSO,"Ana ""Ana""",0,0,5,1242604800,Mi-Del gluten free cookies,I will buy these cookies again. I am glad that I order them regardless of the not so good reviews.
213971,B000EPMP40,A1EP37VTH32J7C,"Mrs. Johanna Carrion ""jomama""",0,0,5,1218499200,My son loves this.,Very good gluten free animal cookies... We use them as re-inforcers for my son.  Very good product.
214074,B000JIN1H2,A216O05OLDJQQD,Tamie A. Peters,0,0,5,1237248000,Priate's Booty,My Grandchildren absolutely love this healthy snack! It's always a big hit with my family!
214150,B000Q9TSIU,A2TYYD54QHFX0Q,Ginnymae,0,0,5,1338249600,Rice Bran oil,I hope this is as good for you as people claim it to be. Like cooking with it. Rather a thick oil.
214153,B0019QT5TQ,APQNP04X5U2Y1,"Christine V. Beach ""cvb""",0,0,5,1336521600,delicious,"this was a hard to find products in my area and i didn't know what to expect, but they are fabulous"
214305,B00113J9C0,A1B4SE9VIUUBFP,Joann L. Helsing,2,2,5,1229817600,fabulous,This is one of the best tea's I have drinked in years. I would highly reccomend this tea.
214381,B001E5E1XW,A27IHE8E5MGKG3,"Randal J. Geringer ""Everybody_is_Devo""",2,2,5,1273104000,Fantastic Tea,I bought 3 cans of Rishi Chai.  I use this for ice tea and it is fantastic.
214404,B005TY2QEU,A34UP18WPPA0XN,Dennisartist,0,0,2,1331164800,misleading link,"The initial link states 12 - 20oz bottles, but then you click on it and it says 3 - 20oz bottles."
214450,B001E5E1XC,AGTI4PY1LIKI9,Kadence,0,0,5,1247702400,Smooth and fragrant,I love this tea! The jasmine is not overpowering and you can really taste the green tea.
214462,B004TES39I,A22T1D6L5J2PCP,"Dale Coddington ""Rachel Coddington""",6,6,5,1232409600,What's not to like,Found these for a great deal..split the box with a friend and we both loved them.
214483,B004TES39I,A2DU9MAU2P97FR,"Barbara A. Mcelveen ""Bobbye""",3,4,5,1216944000,SIX-STAR CHIPS!  YUMMY YUMMY!,Absolutely LOVE these chips!  Very well spiced without being too hot.  Definitely a winner!
214500,B004TES39I,A2T6N2VLK0CTPH,Jan M. Niess,0,0,5,1289088000,The best chips i ever had!!,That's what my husband said after he had a bag of these. They are incredible!!!
214504,B004TES39I,A2S4SW2K51Q16J,Randy,0,0,4,1284249600,Delicious,I bought as a lightning deal because I needed a good snack at work.  These are delicious.
214541,B001U2BLYQ,AXDNR5GS8CBTF,Lois J. Harris,1,3,5,1263859200,love it,china dieter tea has been a great product i would but again. it works andalso great for detoxing
214556,B000E1HVD4,A31GW4ZYLYDQAI,"Carol Vaccaro ""Momvacc""",1,2,5,1163030400,Kraft Jell-o Sugar Free Instant Pudding,Creamy quick dessert with low calories and great taste
214560,B001E48ASU,A39RO9DOJS0PML,Alison M. Hood,1,1,5,1347753600,Nice and spicy,"I really liked this dry blend, it was spicy, but not too much so. I plan to purchase a lot more."
214592,B000GAQE4A,ADAS6GTLJ9AAJ,Fittalk,0,1,4,1167868800,Just Right,I enjoy this candy because it is just the right blend of coffee flavor and sweetness.
214616,B001KQAR24,A369IQZ3J2ZSI7,Rissarance,0,0,5,1271548800,Love it!,Great price - excellent packaging and delivery - product is fresh - includes packaging date.
214621,B001KQAR24,A6TSFJJLUZG6Z,"raw food diet ""raw food diet""",3,5,5,1202428800,Tastes great and very healthy for you,I put it on salads all the time and have eaten it plain and it tastes great.
214627,B001KQAR24,A7RUT8Q2902YL,"Jim Dass ""jrdass""",5,9,1,1266019200,Too many shells,I got the 5 lbs bag.  Received it right away but this has too many shells.
214639,B001KQAR24,A1G44WBRK9UNI4,SoDi,0,2,5,1286409600,WTF????!!!,"Love the product, but why did the freaking price just jump up by about $10!!!"
214661,B001KQAR24,AIJW4T6B9DXIQ,Mark A. Sutherland,10,11,4,1178928000,hemp seed quality,Hemp seed was equal to other more expensive sources but still has a fair amount of hulls in it
214728,B001KQAR24,A1GOKRS2UG3470,"Jacqueline Hall ""Ebony Brown""",2,3,5,1178668800,Healthy Hemp Seed,"Hemp Seed is such a healthy product, and Amazon's got a great price.<br />Thank you!"
214800,B001BBXP7M,A1L1XFE95LH9PJ,"Tolga Üstüngör ""We're One but not the same""",0,0,5,1271376000,verl good,They are vitamins that don4t make u put on weight + easy on the stomach.
214803,B001BBXP7M,A268K6KSDBI0ZV,"Jennifer L. Smith ""working mom""",0,0,4,1260835200,FRS Energy,Works really well without the crash at the end of the day. Flavor is good!
214885,B0013M06NA,A3D2XJB9C3Y4AW,L. Seibert,0,0,5,1226793600,Glutne free,I have been looking for a gluten free granola bar. I found this one and I it tastes great....
214914,B006N3I8PC,AUYF0ATN657X5,Lawanna Skaggs,1,1,5,1282262400,Best Earl Grey on the Market!,There is no other 'Earl Grey' that comes even close.  Whether hot or cold...VERY Refreshing!
214920,B006N3I8PC,A2YV06079UY5GW,N. Pedron,2,3,5,1237593600,Best tasting Earl Grey!,Twinings is the best tasting Earl Grey you can find in a tea bag and in K-cup.
214951,B006N3I8PC,A379CUUHAMYFBU,A. Ruzicka,0,0,5,1301529600,Great Product!,A good cup of Earl Grey is priceless and the K Cups really do it up well.  A great product!
214990,B0006PKHWA,A1JXXO1ISFTHD3,D. Wells,0,0,5,1271980800,Licorice,My husband said this is the BEST licorice he ever had.  Even better than the Australian candy.
215006,B000M15C6E,A3HUSN9ZE8QF8U,Russell M. Sackowitz,0,1,5,1173398400,Great Hot Chocolate,Tastes like hot chocolate should - I add some whipped light cream and it is heaven.
215020,B000EDDSFW,ALM58IMQE3E0E,jrobinson,0,0,5,1329696000,Good tasting alternative to wheat flour...,My children really loved the bread that I made out of this.  It is very light and has a good taste.
215128,B0030VBRCG,A3KG2JE0QVJKOV,"Kristina ""kmke""",0,0,5,1350345600,Toddler loves it,My son is 16 months old and still loves these as a snack.  This is a good blend of fruit.
215182,B0030VBRCG,A1S6HK2R1KUC5E,data1701,0,0,5,1314576000,great food,This food is loved by my triplets.  It is very easy to take with us when we go out on road trips.
215188,B0030VBRCG,AL7J8EKHDBX49,"momoftwoboys ""AB""",0,0,5,1312588800,Really Yummy!,Out of all the Stage 2 foods this one is not runny and very yummy! My little one loves it.
215190,B0030VBRCG,A7HA2PHZL6SEH,nutmom,0,0,4,1310947200,Easy & Yummy!,My son loves this and it is so easy and not messy for me!  You can't go wrong - YUMMY!
215242,B000EMW5N4,A26UDI0GWSZ3FJ,theprof,2,2,4,1264550400,Makes my wife happy in the morning,"The Amazon price isn't very impressive, but the ease of shopping on Amazon makes up for it."
215262,B000Z4TDXQ,A15LPHD6X4MS66,"Anne R, Pond ""Anne""",1,1,5,1265760000,Great taste!!,Love this tea.  It has a great apple cider taste and just kinda warms you all over.
215313,B000LQJDP6,A2I3BEPXHIPEWH,Christopher D Galasso,2,2,5,1277683200,Plump and moist,Plump and moist.  I've tried other brands and these are the best I've had.
215317,B000ITRBM8,A14VUAADX0SUC1,kensmadalyn,0,0,5,1347667200,Great hot stuff,"I got this as a gift for someone else, but only because I have my own bottle at home and love it."
215323,B001EO5QPA,A1ORJI788TRZ0V,tea4me,0,1,4,1169078400,tea4me,Great tea. Like dessert in a cup. Only 4 stars because Numi is better.
215326,B001EO5QPA,A1S7MC961R4WE4,Ash,2,5,3,1167868800,Not Strong enough,"The tea is Ok but if you like your tea strong or with a dash of milk, this is not the best!"
215329,B001EO5QPA,A2KQGGZJTJ1CGE,D. Logan,1,4,5,1189382400,Good for Indoor Smoking,"Great for making ""smoked"" ribs in your oven!  (But I don't think I'd ever drink the stuff)"
215335,B001EO5QPA,A3930X480VRR8D,murray lee,7,7,5,1181606400,great strong tea,Use 1/2 as much tea as you normally brew and still have a stronger more full bodied tea.
215421,B001EO5QPA,A9RZL4DEXSXGS,Joan Ellen Brode,0,1,4,1284336000,Stash Irish Breakfast,This is a great loose leaf tea.  A very fresh taste for the first cup of the morning.
215423,B0001UK0CM,A2V8WXAFG1TEOC,ronald (NY),0,0,5,1351209600,Excellent taste,"This is to me a great coffee, once you try it you will enjoy it, this coffee has a wonderful taste."
215569,B0019FM29M,A6MPORVURD6O6,M. Rohrer,2,2,5,1224633600,Rich,Very rich but good.  Don't plan on eating more than a few at a time.  Great with some hot tea.
215571,B0019FM29M,A32FLEUG50ZGTU,Sittingduck,6,8,4,1224115200,good but not fantastic,these are good but not fantastic. Also do not order in hot weather as the chocolate will melt.
215585,B0019FM29M,A37T8V8TLYVIXQ,Jody Mandel,1,1,5,1227571200,Crunchy snack!,Great cookies.  These are very crunchy.  Not at all soft.  Very nice taste.<br />Would recommend.
215625,B004K6B1TO,A1RW27807OCZKS,L. Rood,0,0,5,1349395200,If you like pepper,My husband says this is the BEST pepper we've ever had. I love it and try never to run out..
215632,B0001UK0C2,ADHCYXWFJQLUZ,Kate Shanahan,1,6,2,1152316800,Not a light roast,"This was disappointing.  Someone should define light roast or standardize the roasting process.,"
215653,B0000DGFA9,A3BVAP2F7DIYCS,Sandy Hammontree,5,6,4,1168732800,Indoor Bonsai,I received the bonsai plant very quickly and it was in wonderful condition.
215673,B0000DGFA9,A2TJGRFGLUX5U,"M. CASTRO-HERNANDO ""I intend to live forever,...",1,2,5,1210377600,Pretty an awesome price,I always thought these would be a bit more expensive. I am really satisfied with the tree.
215675,B0000DGFA9,A3KU1RTI2SQM4V,Guillermo Rocha,1,2,5,1208390400,Great Product,Great product quick delivery and just as it is shown on the picture. really happy with the product.
215700,B000INOVMC,A3SXYLRGS4UTKQ,D. Anderson,6,7,4,1214092800,Pretty good balsamic,Pretty good.  Price is cheap for a 20yr old balsamic.<br />Not quite as good as a Modena.
215703,B000INOVMC,A19I28LC0AHTRA,Everett,1,1,5,1271116800,Nectar of the gods,"Superb taste, incomparable quality.  Life is too short to go without La Piana Aged Balsamic!"
215749,B002Z04ZNQ,A97I496BS26ZD,Malka,3,3,5,1280880000,Sweet!,Great product and great flavor! Only brand of coconut water I have found without added sugar
215790,B002Z04ZNQ,A8NX1WTXI0RRQ,"J. Bennett ""ccriderjohn""",0,0,5,1333324800,Amy & Brian Natural Coconut Juice,I got item on time and well packaged as always. Amy & Brian have a very good product 5 stars.
215878,B001FPUWAM,A1X0HKPOV31AUS,minneapolis shopper,1,1,5,1286236800,BEST EVER,Impossible to find locally.  Can't be without them. Seller was very prompt in delivery.
215894,B000GW0U66,A32IU60YFI949T,J. A. Ward,1,1,4,1173484800,Excellent Snack,"This is one of the best portable snack packs around.  Very tasy, and a great combination."
215902,B000GW0U66,A1H7Y06GHUPWLR,Jason,1,2,3,1286496000,You guys know these are $1 each at walmart?,I don't get why they are so expensive on Amazon. Either way these are kind of gross. Enjoy!
216291,B001EO5TWU,A217QC3W88AX2I,"JSP ""jspbiz""",0,1,4,1241049600,Rice Milk Powder,I was very pleased with the service.  Items arrived promptly and in good condition.
216308,B001LNLW5M,A1HS8R80TM0SMG,Carol A. Latourette,4,4,5,1265155200,decaf drink,Thank god there is something for people with acid reflux! This is my morning coffee
216318,B001LNLW5M,AIYMQF677QXQV,"MysticSkye ""Skye""",2,3,4,1255219200,For lovers of STRONG coffee,I use a little of Java mixed with Vanilla for a mellow but still coffee tasting drink.
216363,B001EO5TWA,AYJQCDRIIY0GZ,D. Schott,0,1,5,1270080000,Perfect,This is a great price. You can make so many different ways from side dish to breakfast.
216399,B0039556K2,AQQ9TODOIIHJD,"Aleisha ""luna""",0,0,5,1288656000,Yumm,This is my all time favorite flavored coffee. It doesnt taste artifical like many others.
216405,B0039556K2,A2E3VZQZXP74P3,gran42,0,0,5,1287273600,Great flavor,I love the variety of kcups flavors but this is my new favorite flavor.  Great!
216408,B0039556K2,A2OGLU2YDBK0LK,memamema,0,0,3,1286928000,More Creme Brulee Flavor for me,The coffee is good but I think that the creme brulee flavor is lacking....
216409,B0039556K2,A3UAXQR2FKV6IX,coffelover,0,0,2,1286496000,raspberry truffle lack the rasberry taste,"van houtte chocolate raspberry truffle lack the rasberry taste, which was what I was shopping for."
216412,B0039556K2,ANIPDPT3OBTS4,"Martha C. Young ""live to read""",0,0,5,1285718400,Great value,I was pleased with the quality of the product. The speed in which I received the package was great.
216415,B0039556K2,A1S3BXN0IRNIOU,"A. Miller ""clematis""",0,0,5,1284768000,good flavored coffee,"The flavor is very good and the guests I served it to, thought so also."
216418,B0039556K2,A108BPYWK3GZWC,EHorses,0,0,5,1284249600,Excellent coffee,As a lover of flavored coffees this is one of my favorites. Not too strong or too weak.
216438,B0039556K2,A1TC38ODNXSSQQ,"Steven Dash ""K9""",1,2,5,1278115200,great coffee,"This is a great product.  So easy to use,  makes consistent coffee every time"
216440,B0039556K2,A295LM2GOYD2SX,R. Belfield,1,2,5,1270944000,Greatest French Vanilla Coffee Around,"Coffee was on back order, was worth the wait, greatest tasting French Vanilla K-Cup Coffee around."
216473,B0039556K2,A3P0TJ7GYKM9L9,"Elena Mann Bowman ""elenasstar""",1,1,5,1284681600,Delicious coffee,Van Houtte is my favorite K cups brand. I am really enjoying this and will order it again!
216480,B0039556K2,A1YZ3F1RI81584,Country girl,1,1,5,1277424000,Great cup of coffee,Van Houtte Creme Brulee is a very great tasting smooth coffee. I enjoy it very much.
216547,B000VBWLEQ,A1XNE3Q9XA5H9L,"F. Wilson ""GF Mom""",0,0,5,1217116800,Kids love them....,Great GF cookie alternative.  My son loves them and he is a very picky eater.
216742,B000Q92QIE,A1GEIPO2O5CS18,blue,0,12,1,1242345600,ick,"in one word, ick.  all the easyac flavors taste take ane the sauce is really strange"
216749,B001IZM2NY,AMBTT1SJ77APG,John Randall,1,1,5,1252713600,Takes me back to my childhood,I have liked this Kool-Aid flavor since I was a child but am unable to get it where I live anymore.
216754,B001IZM2NY,A2MGH8QG2UOWR,tshae,0,0,5,1303689600,great value,"It's very hard to find this product, at all, in the store. This was a great find and a great deal."
216763,B001EXO3UA,A39GHEM2JBZFHQ,"Yoshio Nakashima ""yosh n""",1,2,4,1276041600,herb tea,this tea is for medical use to lower blood pressure. it seems to have diuretic effect
216777,B000VICU72,AAYI9XESVJOOI,Ean W. Ramsay,1,1,5,1212192000,Ginger Biscuit,Item arrived on time and was in good condition.  it was fresh and delicious
216938,B00195R55S,A3ICYYP95UHAVV,Kenneth Pittman,1,1,5,1271116800,umm  ummm  gooooood,"great stuff, put a little in you candied sweet taters, 1/4 ts in your hot chocolate."
216942,B002BUWKGE,A1ONFECVZN603U,"Alva ""Beach Granny""",0,9,3,1285372800,Chia,"The product was sent in a timely fashion, but it was not what I had been lead to believe."
216987,B000ESLJ62,A6ABP0A74VWWQ,shirl parsons,3,4,5,1264550400,Great Coffee Alternative,"Craving a good cup of coffee but can't drink ""real"" coffee? Then you have got to try Cafix."
217049,B000G6MBWI,ACNON4BZACUUL,"mommyofchristopher ""mommyofchristopher""",0,0,5,1217030400,Delicious and additive,"Love these chips, and I don't even like black beans.  Very tasty.  Yum!!  Plus, good for you!"
217051,B000G6MBWI,A2ZCD6KO2YY9IZ,A. Crawford,0,0,5,1214265600,Smokin',Nice amount of heat and smoke. Very tasty chip that goes great with a brew.
217093,B000ESLJ6C,A100QWNGRXC3S,M. Bernal,0,0,5,1241308800,Easy & Fast,It was Easy to Order. I recevied what I oredered Faster than I thought. Good Job!
217094,B000ESLJ6C,A1NM68FYA7WGND,Quincy Liz,0,0,5,1239494400,Pero replaces Postum!,"Looked all over for a replacement for POSTUM, and PERO does it - THANK YOU!!!"
217095,B000ESLJ6C,A3VSG22FVMY1U7,Carole Perrotta,0,0,5,1239235200,Great replacement for acidic coffee,"If you have acid reflux, this is an excellent replacement.  Tastes better than most others."
217113,B000ESLJ6C,A23IP1JZYDOHNZ,M. Jenson,0,0,5,1207785600,excelent beverage,I really like the flavor and the fact that it dissolves so easy.<br />great product.
217132,B000ESLJ6C,A8DBPKHP87UFT,W. J. Reid,1,4,3,1168300800,EASY,Pero is hard to find in my area. Amazon had a good price and prompt delivery. GREAT!!!
217134,B000ESLJ6C,A1V5187DPO39F8,P. martin,1,8,1,1212451200,pero instant natural beverage,I'm sorry I purchased 6 cannisters of this awful product because I cannot use it.
217171,B000ESLJ6C,A2B0XRJQN0SY2G,Gerald Dehaeseleer,1,1,4,1207872000,Postum substitute,PERO is a good substitute for Postum.  Kraft Foods discontinued selling Postum earlier this year.
217206,B000ESLJ6C,AQSEBTBPUAM65,John C. Mcleod,0,0,3,1289174400,It's not Postum..Kraft screwed up.,Not bad but it's not Postum.  Wish Kraft would bring back Postum. Kraft really screwed up.
217207,B000ESLJ6C,A3OWZAIUZYLDQX,"Rae Lynn Guthrie ""Rae""",0,0,5,1286236800,Love it!,Really good if you are looking for a coffee substitute! I am really enjoying it!
217211,B000ESLJ6C,A2MH59K9MNLCUF,Bibi,0,0,5,1278201600,"Pero Instant Natural Beverage, 7-Ounce Canisters (Pack of 6)","Very good taste, I am using it for a couple of years constantly as a morning drink."
217216,B000ESLJ6C,A15W3L07E06HVF,"C.M.77 ""CM""",0,0,5,1269475200,Close enough,It is a great coffee substitute without the caffeine.  Taste is pretty close too.
217231,B000HBY6KC,A3E43CGZ847R52,Nicky's Mom,3,3,1,1201824000,Horrible,This blend is very weak even on the smallest cup size.  Tastes more like tea to me.
217235,B000HBY6KC,A1ZHRX45XVAGA4,Pam,1,1,5,1172102400,Great Customer Service,"Ordering went smoothly, delivery prompt.  Would not hesitate in ordering again."
217239,B000HBY6KC,A2I1XQEL3U2RWQ,"Dawn M. Maguire ""Alba de CT""",0,0,4,1221264000,A favorite of the family!,"These K-cups are a family favorite.  So easy to make, convenient, and tastes great."
217240,B000HBY6KC,A2JMGJ9CS49HO0,Diane Cunningham,0,0,5,1220572800,Excellent Coffee,One of my favorite flavors of K Cup coffee - bold but not bitter and suitable for a big mug!
217245,B000HBY6KC,A2VZ3CW8PL9EZQ,C. Merrihew,0,0,3,1209340800,Breakfast blend,I decent coffee if you prefer a mild blend with all the convenience of a K-Cup.
217248,B000HBY6KC,ADL1YNBMGKKOB,"I Am Me ""Me I Am""",0,0,5,1196467200,Best price on the net!,This is the best price I found on the net!  Especially with the free shipping!
217252,B000HBY6KC,A18F6C3SOMRPJH,"J. S. B. ""coffee lover""",0,0,5,1173398400,delicious!,"the breakfast blend is a perfect start to your day.  the warm, mellow taste is wonderful!"
217262,B000E63LMO,A1R0AENXFQOHUG,"Bruce C. Maynard ""General weirdo""",1,1,4,1176076800,Delicious,"A darned fine iced tea, sweetened a bit before chilling, or a good hot tea; you'll enjoy this one."
217273,B000E63LMO,A3EUOQEQ8B8HUS,"C. Loder ""bookworm""",0,0,5,1246924800,Yum!,I love this tea but only one store in my area carries it. Love the flavor and the conveinence.
217360,7310172101,A21N1PT1A908KW,"Olechkin ""Olechkin""",0,0,5,1285545600,Wonderful treat for great price,My dog loves this all natural treat and the price cannot be beat by any store.
217363,7310172101,A296N1BPL2LBAA,M. Israelson,0,0,5,1276560000,The Only Treat My Dog Will Eat!,"We tried everything including cheese, chicken & hot dogs and this is the only one he will eat."
217364,7310172101,A3CEN1KNU51AD0,"Donald W. Perreault ""DonPerreaultJr""",0,0,5,1274572800,The Best!,Dogs just love Freeze dried liver and this is a good price for this size container.
217370,7310172101,A13MS1JQG2ADOJ,C. Perrone,0,0,5,1265760000,Best dog treat ever,This is the only dog treat that my terrier will eat. We crumble over his dry food and he LOVES it.
217381,7310172101,AN6G00SYXBOV3,J. Beranek,0,0,5,1235433600,great product for dogs,product is excellent as a training treat or just an everyday treat.  My dog absolutely loves them.
217415,7310172101,A2QHCF0OYJ2N33,Jackie,0,4,3,1245456000,Overpriced!,Dogs love these things but `I do feel they are overpriced for the quantity you get.
217417,7310172101,A12OC9ZA779927,"Nancy Watts ""Nan Watts""",1,22,2,1134172800,no shipping charges in December if over $50 on DrFosterSmith.com,Same price as Dr. Foster & Smith.
217430,7310172101,A143HKSYU2FQP0,Diane Mathis,2,2,4,1271808000,Dog Treat,Very happy with the product and shipping.  Thanks.  Always like doing business with Amazon.
217444,7310172101,A22FICU3LCG2J1,C. Knapp,1,1,4,1275523200,Can't resist this !,My dog can't resist these treats - I can get her to do anything if I have one of these with me!
217562,B0002DJNNK,A3QP270XFAFAGD,"Jeanne Bleecker ""threejay""",0,0,5,1156464000,Best Buddy Bits are the Best!,"Our puppy loves this product to 'Bits'!  We use it for training and for treats, both!"
217595,B001E16D5K,AAEX27WQ2M8AX,Laney,0,0,5,1333238400,wonderful,i love this tea for dieting its the best i will always purchase this tea for me and my family
217608,B000LQLV7E,A38RK70VJSW8XR,"Jun Oh ""Jun""",2,2,5,1287014400,Best ramen in the world,You need to know hot to cook this ramen well. Add 530ml of water for one bag.
217614,B000LQLV7E,AKLE5DYMOLE39,Kurt A. Dankers,3,4,5,1279238400,I LOVE NONG,"Great product, best Ramen style noodles on the market. I will be ordering more shortly..."
217631,B000LQLV7E,A3GXFWWNUC0M6K,Harold Wong,1,5,4,1254528000,mmmMM,"very spicey, best if you dont drink all the soup or you'll regret it later!"
217633,B000LQLV7E,AFE2GUIJJEED0,"Mark J. Rosen ""hatetoshop""",1,10,1,1279152000,way salty,this is by far the saltiest such product ever.  I think my bp went up 10 mm hg.  Dont buy this
217634,B000LQLV7E,AONXMXUC8FVNE,S. Chen,0,8,4,1230336000,good seller,"It was quite good at the begining, but got tired of 30 bags of instant noodle in the end..."
217694,B000SWTKV0,A1DO7UOSAA9EJB,Melanies Mommy,0,1,3,1339718400,salt,this salt is okay. Im not a fan of salt but im just using it as a part of the master cleanse SWF.
217705,B000LKZLG2,A8U3K7NZDPZBZ,"S. A. Wallace ""worn out nurse""",1,1,5,1285372800,Great flavor,"Great flavor and easy to carry with you.  Am on  a restricted diet, so this juice is perfect!"
217724,B000CQG87Q,A1BL84QD5N73F2,Stephanie,0,0,5,1300406400,Tasty Tea,I bought this for my mother who tasted the tea in a restaurant.  This is now her favorite tea.
217735,B000CQG87Q,A3G12P25ZQTB0V,P. Maclean,0,0,5,1277337600,The Best Herbal Tea,I only like herbal tea especially raspberry.  This one has a distincive flavor-it's great!!
217758,B000CQG87Q,A32X4LQ3K4YB2J,Regina L. Mcilwee,0,0,5,1221436800,Great tea...,This is the best red rooibos tea I have found!! Recommend it to all my friends...
217766,B000CQG87Q,A3SYAUCS3B1QW5,"B  Yourself ""Stay at home mom""",0,0,4,1168473600,Licorice Spice tea,Really nice tea with a sweet taste for the sweet tooth after dinner.
217769,B000CQG87Q,A3J4FP9Z0J0535,Ms. Divine,0,0,5,1166745600,It's the best!,Stash teas are really good and this is the best one for me.  I really enjoy it.
217772,B000CQG87Q,AKBUO7EQ14W7U,nonickname476,3,5,3,1282608000,This is NOT Black tea with Black currant - it is an HERBAL BLEND,Be warned - if you are looking for real tea with balck current - this is not it
217783,B000CQG87Q,A3TY7XRNX6FPSH,John Cobb,0,1,5,1270684800,Great,"Stash makes a really good chamomile, and the price they were offering this for was very reasonable."
217787,B000CQG87Q,A7JJ3MTS8TAUG,XRADR,1,3,3,1242086400,Ginger with a little lemon,Decent tea.  I think the ginger overpowers a little.  Average to slightly above average herbal tea.
217816,B000CQG87Q,A3IB4KSHNHTDYS,Ashley,2,2,5,1287273600,Best evening tea I've ever had,Soothing and light; it's perfect to drink after a hard day or before bed. I buy this tea in bulk.
217823,B000CQG87Q,AYI1BCOMQXSWI,T. Gardner,2,2,5,1264809600,My favorite peppermint tea,Perfect tea for right before bedtime relaxing. Have been enjoying stash peppermint tea for years.
217824,B000CQG87Q,A13U8TXLYWCTV6,L. Jackson,2,2,4,1258761600,Stash Premium Peppermint Herbal Tea,Very nice product.  It was fresh and in date and shipped quickly.  Thanks.
217826,B000CQG87Q,A1LEP68OQ0OPJ6,"Grandma Bee ""Grandma Bee""",2,2,5,1247529600,Stash Acai Berry tea,"Not as tasty as some of the other Stash Berry teas, but nonetheless quite refreshing."
217828,B000CQG87Q,A3HXF3GVPBQ5B,"Lena Ocansey ""Lena.L""",4,5,5,1231891200,Best Peppermint Tea,"This tea is awesome!  Everytime we run out, I try a different brand, and we always come back."
217829,B000CQG87Q,A3HMKD1UETC5D3,Lynn M. Jaroszgoode,6,8,5,1167955200,maintained the highest expectations,I knew what I was ordering and I knew what I recieved.  It's the best at a fraction of the cost
217842,B000CQG87Q,A3QLP6M4RIT77H,Snow Bound,1,1,5,1267228800,I'm in LOVE with this tea!,It is sinfully delicious and a nice way to end the day. But wait...I drink it all day! Yum!
